ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries

ROUGE-L+StopWordRemoval,NEWS269,SYSTEM1.TXT,0.22727,0.14286,0.17544,1

ROUGE-1+StopWordRemoval,NEWS269,SYSTEM1.TXT,0.28571,0.20513,0.23881,1

ROUGE-2+StopWordRemoval,NEWS269,SYSTEM1.TXT,0.16000,0.11111,0.13115,1

ROUGE-L+StopWordRemoval,NEWS270,SYSTEM1.TXT,0.37500,0.12000,0.18182,1

ROUGE-1+StopWordRemoval,NEWS270,SYSTEM1.TXT,0.43750,0.12963,0.20000,1

ROUGE-2+StopWordRemoval,NEWS270,SYSTEM1.TXT,0.07143,0.01961,0.03077,1

ROUGE-L+StopWordRemoval,NEWS271,SYSTEM1.TXT,0.33333,0.13043,0.18750,1

ROUGE-1+StopWordRemoval,NEWS271,SYSTEM1.TXT,0.50000,0.20408,0.28986,1

ROUGE-2+StopWordRemoval,NEWS271,SYSTEM1.TXT,0.05556,0.02174,0.03125,1

ROUGE-L+StopWordRemoval,NEWS272,SYSTEM1.TXT,0.31579,0.17143,0.22222,1

ROUGE-1+StopWordRemoval,NEWS272,SYSTEM1.TXT,0.33333,0.16667,0.22222,1

ROUGE-2+StopWordRemoval,NEWS272,SYSTEM1.TXT,0.11111,0.05128,0.07018,1

ROUGE-L+StopWordRemoval,NEWS273,SYSTEM1.TXT,0.16667,0.09677,0.12245,1

ROUGE-1+StopWordRemoval,NEWS273,SYSTEM1.TXT,0.22222,0.11111,0.14815,1

ROUGE-2+StopWordRemoval,NEWS273,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS274,SYSTEM1.TXT,0.05882,0.04348,0.05000,1

ROUGE-1+StopWordRemoval,NEWS274,SYSTEM1.TXT,0.05882,0.03571,0.04444,1

ROUGE-2+StopWordRemoval,NEWS274,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS275,SYSTEM1.TXT,0.06250,0.03226,0.04255,1

ROUGE-1+StopWordRemoval,NEWS275,SYSTEM1.TXT,0.06250,0.03030,0.04082,1

ROUGE-2+StopWordRemoval,NEWS275,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS276,SYSTEM1.TXT,0.46154,0.20000,0.27907,1

ROUGE-1+StopWordRemoval,NEWS276,SYSTEM1.TXT,0.46154,0.17143,0.25000,1

ROUGE-2+StopWordRemoval,NEWS276,SYSTEM1.TXT,0.27273,0.09375,0.13953,1

ROUGE-L+StopWordRemoval,NEWS277,SYSTEM1.TXT,0.43750,0.26923,0.33333,1

ROUGE-1+StopWordRemoval,NEWS277,SYSTEM1.TXT,0.43750,0.20588,0.28000,1

ROUGE-2+StopWordRemoval,NEWS277,SYSTEM1.TXT,0.21429,0.09677,0.13333,1

ROUGE-L+StopWordRemoval,NEWS278,SYSTEM1.TXT,0.30769,0.28571,0.29630,1

ROUGE-1+StopWordRemoval,NEWS278,SYSTEM1.TXT,0.32143,0.28125,0.30000,1

ROUGE-2+StopWordRemoval,NEWS278,SYSTEM1.TXT,0.24000,0.20690,0.22222,1

ROUGE-L+StopWordRemoval,NEWS279,SYSTEM1.TXT,0.23077,0.17143,0.19672,1

ROUGE-1+StopWordRemoval,NEWS279,SYSTEM1.TXT,0.28571,0.18182,0.22222,1

ROUGE-2+StopWordRemoval,NEWS279,SYSTEM1.TXT,0.08000,0.04878,0.06061,1

ROUGE-L+StopWordRemoval,NEWS281,SYSTEM1.TXT,0.12000,0.06667,0.08571,1

ROUGE-1+StopWordRemoval,NEWS281,SYSTEM1.TXT,0.16000,0.07143,0.09877,1

ROUGE-2+StopWordRemoval,NEWS281,SYSTEM1.TXT,0.04545,0.01887,0.02667,1

ROUGE-L+StopWordRemoval,NEWS282,SYSTEM1.TXT,0.23529,0.11111,0.15094,1

ROUGE-1+StopWordRemoval,NEWS282,SYSTEM1.TXT,0.27778,0.12500,0.17241,1

ROUGE-2+StopWordRemoval,NEWS282,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS283,SYSTEM1.TXT,0.14286,0.11111,0.12500,1

ROUGE-1+StopWordRemoval,NEWS283,SYSTEM1.TXT,0.17391,0.13333,0.15094,1

ROUGE-2+StopWordRemoval,NEWS283,SYSTEM1.TXT,0.05000,0.03704,0.04255,1

ROUGE-L+StopWordRemoval,NEWS284,SYSTEM1.TXT,0.14286,0.07895,0.10169,1

ROUGE-1+StopWordRemoval,NEWS284,SYSTEM1.TXT,0.13636,0.06818,0.09091,1

ROUGE-2+StopWordRemoval,NEWS284,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS285,SYSTEM1.TXT,0.04000,0.04000,0.04000,1

ROUGE-1+StopWordRemoval,NEWS285,SYSTEM1.TXT,0.03704,0.03333,0.03509,1

ROUGE-2+StopWordRemoval,NEWS285,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS286,SYSTEM1.TXT,0.43750,0.29167,0.35000,1

ROUGE-1+StopWordRemoval,NEWS286,SYSTEM1.TXT,0.50000,0.22857,0.31373,1

ROUGE-2+StopWordRemoval,NEWS286,SYSTEM1.TXT,0.21429,0.09375,0.13043,1

ROUGE-L+StopWordRemoval,NEWS287,SYSTEM1.TXT,0.26316,0.17857,0.21277,1

ROUGE-1+StopWordRemoval,NEWS287,SYSTEM1.TXT,0.39130,0.26471,0.31579,1

ROUGE-2+StopWordRemoval,NEWS287,SYSTEM1.TXT,0.15000,0.09677,0.11765,1

ROUGE-L+StopWordRemoval,NEWS288,SYSTEM1.TXT,0.31579,0.15000,0.20339,1

ROUGE-1+StopWordRemoval,NEWS288,SYSTEM1.TXT,0.36842,0.15909,0.22222,1

ROUGE-2+StopWordRemoval,NEWS288,SYSTEM1.TXT,0.05882,0.02439,0.03448,1

ROUGE-L+StopWordRemoval,NEWS280,SYSTEM1.TXT,0.18519,0.12821,0.15152,1

ROUGE-1+StopWordRemoval,NEWS280,SYSTEM1.TXT,0.17241,0.11364,0.13699,1

ROUGE-2+StopWordRemoval,NEWS280,SYSTEM1.TXT,0.03846,0.02439,0.02985,1

ROUGE-L+StopWordRemoval,NEWS289,SYSTEM1.TXT,0.30769,0.13793,0.19048,1

ROUGE-1+StopWordRemoval,NEWS289,SYSTEM1.TXT,0.33333,0.15625,0.21277,1

ROUGE-2+StopWordRemoval,NEWS289,SYSTEM1.TXT,0.07692,0.03448,0.04762,1

ROUGE-L+StopWordRemoval,NEWS292,SYSTEM1.TXT,0.52632,0.22222,0.31250,1

ROUGE-1+StopWordRemoval,NEWS292,SYSTEM1.TXT,0.45833,0.20755,0.28571,1

ROUGE-2+StopWordRemoval,NEWS292,SYSTEM1.TXT,0.23810,0.10000,0.14085,1

ROUGE-L+StopWordRemoval,NEWS293,SYSTEM1.TXT,0.33333,0.21739,0.26316,1

ROUGE-1+StopWordRemoval,NEWS293,SYSTEM1.TXT,0.31250,0.17857,0.22727,1

ROUGE-2+StopWordRemoval,NEWS293,SYSTEM1.TXT,0.15385,0.08000,0.10526,1

ROUGE-L+StopWordRemoval,NEWS294,SYSTEM1.TXT,0.23077,0.10345,0.14286,1

ROUGE-1+StopWordRemoval,NEWS294,SYSTEM1.TXT,0.29630,0.11268,0.16327,1

ROUGE-2+StopWordRemoval,NEWS294,SYSTEM1.TXT,0.08000,0.02941,0.04301,1

ROUGE-L+StopWordRemoval,NEWS295,SYSTEM1.TXT,0.16216,0.14634,0.15385,1

ROUGE-1+StopWordRemoval,NEWS295,SYSTEM1.TXT,0.15909,0.14583,0.15217,1

ROUGE-2+StopWordRemoval,NEWS295,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS296,SYSTEM1.TXT,0.35000,0.17073,0.22951,1

ROUGE-1+StopWordRemoval,NEWS296,SYSTEM1.TXT,0.43478,0.19231,0.26667,1

ROUGE-2+StopWordRemoval,NEWS296,SYSTEM1.TXT,0.20000,0.08163,0.11594,1

ROUGE-L+StopWordRemoval,NEWS297,SYSTEM1.TXT,0.30769,0.10000,0.15094,1

ROUGE-1+StopWordRemoval,NEWS297,SYSTEM1.TXT,0.42857,0.13043,0.20000,1

ROUGE-2+StopWordRemoval,NEWS297,SYSTEM1.TXT,0.16667,0.04651,0.07273,1

ROUGE-L+StopWordRemoval,NEWS298,SYSTEM1.TXT,0.37500,0.18750,0.25000,1

ROUGE-1+StopWordRemoval,NEWS298,SYSTEM1.TXT,0.37500,0.15789,0.22222,1

ROUGE-2+StopWordRemoval,NEWS298,SYSTEM1.TXT,0.07143,0.02857,0.04082,1

ROUGE-L+StopWordRemoval,NEWS299,SYSTEM1.TXT,0.37500,0.11538,0.17647,1

ROUGE-1+StopWordRemoval,NEWS299,SYSTEM1.TXT,0.78947,0.23438,0.36145,1

ROUGE-2+StopWordRemoval,NEWS299,SYSTEM1.TXT,0.47059,0.13115,0.20513,1

ROUGE-L+StopWordRemoval,NEWS290,SYSTEM1.TXT,0.25000,0.12500,0.16667,1

ROUGE-1+StopWordRemoval,NEWS290,SYSTEM1.TXT,0.23077,0.10000,0.13953,1

ROUGE-2+StopWordRemoval,NEWS290,SYSTEM1.TXT,0.09091,0.03704,0.05263,1

ROUGE-L+StopWordRemoval,NEWS291,SYSTEM1.TXT,0.26667,0.07273,0.11429,1

ROUGE-1+StopWordRemoval,NEWS291,SYSTEM1.TXT,0.26667,0.06349,0.10256,1

ROUGE-2+StopWordRemoval,NEWS291,SYSTEM1.TXT,0.07692,0.01667,0.02740,1

ROUGE-L+StopWordRemoval,NEWS803,SYSTEM1.TXT,0.40909,0.25714,0.31579,1

ROUGE-1+StopWordRemoval,NEWS803,SYSTEM1.TXT,0.36000,0.20930,0.26471,1

ROUGE-2+StopWordRemoval,NEWS803,SYSTEM1.TXT,0.09091,0.05000,0.06452,1

ROUGE-L+StopWordRemoval,NEWS804,SYSTEM1.TXT,0.31818,0.18421,0.23333,1

ROUGE-1+StopWordRemoval,NEWS804,SYSTEM1.TXT,0.30769,0.17021,0.21918,1

ROUGE-2+StopWordRemoval,NEWS804,SYSTEM1.TXT,0.08696,0.04545,0.05970,1

ROUGE-L+StopWordRemoval,NEWS805,SYSTEM1.TXT,0.23529,0.14815,0.18182,1

ROUGE-1+StopWordRemoval,NEWS805,SYSTEM1.TXT,0.42105,0.26667,0.32653,1

ROUGE-2+StopWordRemoval,NEWS805,SYSTEM1.TXT,0.05882,0.03704,0.04545,1

ROUGE-L+StopWordRemoval,NEWS806,SYSTEM1.TXT,0.50000,0.18333,0.26829,1

ROUGE-1+StopWordRemoval,NEWS806,SYSTEM1.TXT,0.50000,0.16176,0.24444,1

ROUGE-2+StopWordRemoval,NEWS806,SYSTEM1.TXT,0.26316,0.07692,0.11905,1

ROUGE-L+StopWordRemoval,NEWS807,SYSTEM1.TXT,0.07143,0.04000,0.05128,1

ROUGE-1+StopWordRemoval,NEWS807,SYSTEM1.TXT,0.20000,0.10714,0.13953,1

ROUGE-2+StopWordRemoval,NEWS807,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS808,SYSTEM1.TXT,0.10000,0.05405,0.07018,1

ROUGE-1+StopWordRemoval,NEWS808,SYSTEM1.TXT,0.09524,0.05000,0.06557,1

ROUGE-2+StopWordRemoval,NEWS808,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS809,SYSTEM1.TXT,0.35294,0.14634,0.20690,1

ROUGE-1+StopWordRemoval,NEWS809,SYSTEM1.TXT,0.33333,0.13043,0.18750,1

ROUGE-2+StopWordRemoval,NEWS809,SYSTEM1.TXT,0.20000,0.06977,0.10345,1

ROUGE-L+StopWordRemoval,NEWS800,SYSTEM1.TXT,0.41667,0.10638,0.16949,1

ROUGE-1+StopWordRemoval,NEWS800,SYSTEM1.TXT,0.38462,0.09434,0.15152,1

ROUGE-2+StopWordRemoval,NEWS800,SYSTEM1.TXT,0.09091,0.02000,0.03279,1

ROUGE-L+StopWordRemoval,NEWS801,SYSTEM1.TXT,0.25000,0.17647,0.20690,1

ROUGE-1+StopWordRemoval,NEWS801,SYSTEM1.TXT,0.26667,0.16000,0.20000,1

ROUGE-2+StopWordRemoval,NEWS801,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS802,SYSTEM1.TXT,0.13333,0.05263,0.07547,1

ROUGE-1+StopWordRemoval,NEWS802,SYSTEM1.TXT,0.11111,0.04348,0.06250,1

ROUGE-2+StopWordRemoval,NEWS802,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS814,SYSTEM1.TXT,0.31250,0.12821,0.18182,1

ROUGE-1+StopWordRemoval,NEWS814,SYSTEM1.TXT,0.47059,0.16000,0.23881,1

ROUGE-2+StopWordRemoval,NEWS814,SYSTEM1.TXT,0.26667,0.08511,0.12903,1

ROUGE-L+StopWordRemoval,NEWS815,SYSTEM1.TXT,0.68182,0.38462,0.49180,1

ROUGE-1+StopWordRemoval,NEWS815,SYSTEM1.TXT,0.74074,0.33898,0.46512,1

ROUGE-2+StopWordRemoval,NEWS815,SYSTEM1.TXT,0.50000,0.21429,0.30000,1

ROUGE-L+StopWordRemoval,NEWS816,SYSTEM1.TXT,0.27273,0.23077,0.25000,1

ROUGE-1+StopWordRemoval,NEWS816,SYSTEM1.TXT,0.37500,0.35294,0.36364,1

ROUGE-2+StopWordRemoval,NEWS816,SYSTEM1.TXT,0.14286,0.14286,0.14286,1

ROUGE-L+StopWordRemoval,NEWS817,SYSTEM1.TXT,0.25000,0.08696,0.12903,1

ROUGE-1+StopWordRemoval,NEWS817,SYSTEM1.TXT,0.23529,0.07843,0.11765,1

ROUGE-2+StopWordRemoval,NEWS817,SYSTEM1.TXT,0.06667,0.02083,0.03175,1

ROUGE-L+StopWordRemoval,NEWS818,SYSTEM1.TXT,0.43750,0.13462,0.20588,1

ROUGE-1+StopWordRemoval,NEWS818,SYSTEM1.TXT,0.41176,0.11864,0.18421,1

ROUGE-2+StopWordRemoval,NEWS818,SYSTEM1.TXT,0.33333,0.08929,0.14085,1

ROUGE-L+StopWordRemoval,NEWS819,SYSTEM1.TXT,0.93750,0.44118,0.60000,1

ROUGE-1+StopWordRemoval,NEWS819,SYSTEM1.TXT,0.94118,0.39024,0.55172,1

ROUGE-2+StopWordRemoval,NEWS819,SYSTEM1.TXT,0.80000,0.31579,0.45283,1

ROUGE-L+StopWordRemoval,NEWS810,SYSTEM1.TXT,0.43478,0.30303,0.35714,1

ROUGE-1+StopWordRemoval,NEWS810,SYSTEM1.TXT,0.47826,0.27500,0.34921,1

ROUGE-2+StopWordRemoval,NEWS810,SYSTEM1.TXT,0.15000,0.08108,0.10526,1

ROUGE-L+StopWordRemoval,NEWS811,SYSTEM1.TXT,0.42857,0.20000,0.27273,1

ROUGE-1+StopWordRemoval,NEWS811,SYSTEM1.TXT,0.42857,0.13043,0.20000,1

ROUGE-2+StopWordRemoval,NEWS811,SYSTEM1.TXT,0.33333,0.09302,0.14545,1

ROUGE-L+StopWordRemoval,NEWS812,SYSTEM1.TXT,0.31579,0.19355,0.24000,1

ROUGE-1+StopWordRemoval,NEWS812,SYSTEM1.TXT,0.38095,0.20000,0.26230,1

ROUGE-2+StopWordRemoval,NEWS812,SYSTEM1.TXT,0.11111,0.05405,0.07273,1

ROUGE-L+StopWordRemoval,NEWS813,SYSTEM1.TXT,0.50000,0.18421,0.26923,1

ROUGE-1+StopWordRemoval,NEWS813,SYSTEM1.TXT,0.46667,0.11667,0.18667,1

ROUGE-2+StopWordRemoval,NEWS813,SYSTEM1.TXT,0.30769,0.07018,0.11429,1

ROUGE-L+StopWordRemoval,NEWS825,SYSTEM1.TXT,0.31250,0.16129,0.21277,1

ROUGE-1+StopWordRemoval,NEWS825,SYSTEM1.TXT,0.36842,0.20588,0.26415,1

ROUGE-2+StopWordRemoval,NEWS825,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS826,SYSTEM1.TXT,0.23810,0.12821,0.16667,1

ROUGE-1+StopWordRemoval,NEWS826,SYSTEM1.TXT,0.28571,0.12500,0.17391,1

ROUGE-2+StopWordRemoval,NEWS826,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS827,SYSTEM1.TXT,0.36364,0.10526,0.16327,1

ROUGE-1+StopWordRemoval,NEWS827,SYSTEM1.TXT,0.33333,0.08333,0.13333,1

ROUGE-2+StopWordRemoval,NEWS827,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS828,SYSTEM1.TXT,0.18750,0.10000,0.13043,1

ROUGE-1+StopWordRemoval,NEWS828,SYSTEM1.TXT,0.44444,0.22857,0.30189,1

ROUGE-2+StopWordRemoval,NEWS828,SYSTEM1.TXT,0.06250,0.03125,0.04167,1

ROUGE-L+StopWordRemoval,NEWS829,SYSTEM1.TXT,0.27273,0.10000,0.14634,1

ROUGE-1+StopWordRemoval,NEWS829,SYSTEM1.TXT,0.36364,0.11765,0.17778,1

ROUGE-2+StopWordRemoval,NEWS829,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS820,SYSTEM1.TXT,0.32143,0.23077,0.26866,1

ROUGE-1+StopWordRemoval,NEWS820,SYSTEM1.TXT,0.44118,0.28302,0.34483,1

ROUGE-2+StopWordRemoval,NEWS820,SYSTEM1.TXT,0.18750,0.12000,0.14634,1

ROUGE-L+StopWordRemoval,NEWS821,SYSTEM1.TXT,0.38462,0.11905,0.18182,1

ROUGE-1+StopWordRemoval,NEWS821,SYSTEM1.TXT,0.56250,0.17647,0.26866,1

ROUGE-2+StopWordRemoval,NEWS821,SYSTEM1.TXT,0.35714,0.10417,0.16129,1

ROUGE-L+StopWordRemoval,NEWS822,SYSTEM1.TXT,0.41667,0.16129,0.23256,1

ROUGE-1+StopWordRemoval,NEWS822,SYSTEM1.TXT,0.41667,0.14286,0.21277,1

ROUGE-2+StopWordRemoval,NEWS822,SYSTEM1.TXT,0.30000,0.09375,0.14286,1

ROUGE-L+StopWordRemoval,NEWS823,SYSTEM1.TXT,0.40909,0.24324,0.30508,1

ROUGE-1+StopWordRemoval,NEWS823,SYSTEM1.TXT,0.58333,0.31111,0.40580,1

ROUGE-2+StopWordRemoval,NEWS823,SYSTEM1.TXT,0.23810,0.11905,0.15873,1

ROUGE-L+StopWordRemoval,NEWS824,SYSTEM1.TXT,0.61538,0.30769,0.41026,1

ROUGE-1+StopWordRemoval,NEWS824,SYSTEM1.TXT,0.69231,0.25714,0.37500,1

ROUGE-2+StopWordRemoval,NEWS824,SYSTEM1.TXT,0.36364,0.12500,0.18605,1

ROUGE-L+StopWordRemoval,NEWS836,SYSTEM1.TXT,0.22222,0.09756,0.13559,1

ROUGE-1+StopWordRemoval,NEWS836,SYSTEM1.TXT,0.22222,0.08333,0.12121,1

ROUGE-2+StopWordRemoval,NEWS836,SYSTEM1.TXT,0.12500,0.04444,0.06557,1

ROUGE-L+StopWordRemoval,NEWS837,SYSTEM1.TXT,0.73684,0.43750,0.54902,1

ROUGE-1+StopWordRemoval,NEWS837,SYSTEM1.TXT,0.80000,0.40000,0.53333,1

ROUGE-2+StopWordRemoval,NEWS837,SYSTEM1.TXT,0.50000,0.24324,0.32727,1

ROUGE-L+StopWordRemoval,NEWS838,SYSTEM1.TXT,0.44444,0.19048,0.26667,1

ROUGE-1+StopWordRemoval,NEWS838,SYSTEM1.TXT,0.44444,0.17021,0.24615,1

ROUGE-2+StopWordRemoval,NEWS838,SYSTEM1.TXT,0.12500,0.04545,0.06667,1

ROUGE-L+StopWordRemoval,NEWS839,SYSTEM1.TXT,0.38462,0.07937,0.13158,1

ROUGE-1+StopWordRemoval,NEWS839,SYSTEM1.TXT,0.38462,0.06757,0.11494,1

ROUGE-2+StopWordRemoval,NEWS839,SYSTEM1.TXT,0.18182,0.02817,0.04878,1

ROUGE-L+StopWordRemoval,NEWS830,SYSTEM1.TXT,0.11538,0.07317,0.08955,1

ROUGE-1+StopWordRemoval,NEWS830,SYSTEM1.TXT,0.21429,0.11111,0.14634,1

ROUGE-2+StopWordRemoval,NEWS830,SYSTEM1.TXT,0.03846,0.01961,0.02597,1

ROUGE-L+StopWordRemoval,NEWS831,SYSTEM1.TXT,0.57143,0.28571,0.38095,1

ROUGE-1+StopWordRemoval,NEWS831,SYSTEM1.TXT,0.62069,0.27273,0.37895,1

ROUGE-2+StopWordRemoval,NEWS831,SYSTEM1.TXT,0.26923,0.11111,0.15730,1

ROUGE-L+StopWordRemoval,NEWS832,SYSTEM1.TXT,0.03571,0.05556,0.04348,1

ROUGE-1+StopWordRemoval,NEWS832,SYSTEM1.TXT,0.03448,0.04762,0.04000,1

ROUGE-2+StopWordRemoval,NEWS832,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS833,SYSTEM1.TXT,0.42105,0.20513,0.27586,1

ROUGE-1+StopWordRemoval,NEWS833,SYSTEM1.TXT,0.40000,0.18605,0.25397,1

ROUGE-2+StopWordRemoval,NEWS833,SYSTEM1.TXT,0.16667,0.07500,0.10345,1

ROUGE-L+StopWordRemoval,NEWS834,SYSTEM1.TXT,0.20833,0.11628,0.14925,1

ROUGE-1+StopWordRemoval,NEWS834,SYSTEM1.TXT,0.24000,0.11111,0.15190,1

ROUGE-2+StopWordRemoval,NEWS834,SYSTEM1.TXT,0.04545,0.01961,0.02740,1

ROUGE-L+StopWordRemoval,NEWS835,SYSTEM1.TXT,0.69565,0.34043,0.45714,1

ROUGE-1+StopWordRemoval,NEWS835,SYSTEM1.TXT,0.76923,0.39216,0.51948,1

ROUGE-2+StopWordRemoval,NEWS835,SYSTEM1.TXT,0.34783,0.16667,0.22535,1

ROUGE-L+StopWordRemoval,NEWS847,SYSTEM1.TXT,0.42857,0.25714,0.32143,1

ROUGE-1+StopWordRemoval,NEWS847,SYSTEM1.TXT,0.37500,0.22500,0.28125,1

ROUGE-2+StopWordRemoval,NEWS847,SYSTEM1.TXT,0.19048,0.10811,0.13793,1

ROUGE-L+StopWordRemoval,NEWS605,SYSTEM1.TXT,0.27778,0.13514,0.18182,1

ROUGE-1+StopWordRemoval,NEWS605,SYSTEM1.TXT,0.27778,0.11905,0.16667,1

ROUGE-2+StopWordRemoval,NEWS605,SYSTEM1.TXT,0.06250,0.02564,0.03636,1

ROUGE-L+StopWordRemoval,NEWS606,SYSTEM1.TXT,0.30769,0.12903,0.18182,1

ROUGE-1+StopWordRemoval,NEWS606,SYSTEM1.TXT,0.30769,0.12121,0.17391,1

ROUGE-2+StopWordRemoval,NEWS606,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS848,SYSTEM1.TXT,0.50000,0.25581,0.33846,1

ROUGE-1+StopWordRemoval,NEWS848,SYSTEM1.TXT,0.70833,0.32692,0.44737,1

ROUGE-2+StopWordRemoval,NEWS848,SYSTEM1.TXT,0.47619,0.20408,0.28571,1

ROUGE-L+StopWordRemoval,NEWS607,SYSTEM1.TXT,0.10526,0.06452,0.08000,1

ROUGE-1+StopWordRemoval,NEWS607,SYSTEM1.TXT,0.10526,0.05128,0.06897,1

ROUGE-2+StopWordRemoval,NEWS607,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS849,SYSTEM1.TXT,0.35714,0.26316,0.30303,1

ROUGE-1+StopWordRemoval,NEWS849,SYSTEM1.TXT,0.40000,0.28571,0.33333,1

ROUGE-2+StopWordRemoval,NEWS849,SYSTEM1.TXT,0.25000,0.16667,0.20000,1

ROUGE-L+StopWordRemoval,NEWS608,SYSTEM1.TXT,0.26316,0.15152,0.19231,1

ROUGE-1+StopWordRemoval,NEWS608,SYSTEM1.TXT,0.21739,0.14286,0.17241,1

ROUGE-2+StopWordRemoval,NEWS608,SYSTEM1.TXT,0.10000,0.06250,0.07692,1

ROUGE-L+StopWordRemoval,NEWS609,SYSTEM1.TXT,0.21739,0.20000,0.20833,1

ROUGE-1+StopWordRemoval,NEWS609,SYSTEM1.TXT,0.23077,0.22222,0.22642,1

ROUGE-2+StopWordRemoval,NEWS609,SYSTEM1.TXT,0.04167,0.04167,0.04167,1

ROUGE-L+StopWordRemoval,NEWS840,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1+StopWordRemoval,NEWS840,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2+StopWordRemoval,NEWS840,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS841,SYSTEM1.TXT,0.11111,0.07143,0.08696,1

ROUGE-1+StopWordRemoval,NEWS841,SYSTEM1.TXT,0.10526,0.06061,0.07692,1

ROUGE-2+StopWordRemoval,NEWS841,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS842,SYSTEM1.TXT,0.18519,0.20833,0.19608,1

ROUGE-1+StopWordRemoval,NEWS842,SYSTEM1.TXT,0.23333,0.28000,0.25455,1

ROUGE-2+StopWordRemoval,NEWS842,SYSTEM1.TXT,0.03704,0.04545,0.04082,1

ROUGE-L+StopWordRemoval,NEWS600,SYSTEM1.TXT,0.21429,0.11538,0.15000,1

ROUGE-1+StopWordRemoval,NEWS600,SYSTEM1.TXT,0.26667,0.11765,0.16327,1

ROUGE-2+StopWordRemoval,NEWS600,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS843,SYSTEM1.TXT,0.35294,0.09836,0.15385,1

ROUGE-1+StopWordRemoval,NEWS843,SYSTEM1.TXT,0.52632,0.14085,0.22222,1

ROUGE-2+StopWordRemoval,NEWS843,SYSTEM1.TXT,0.06250,0.01471,0.02381,1

ROUGE-L+StopWordRemoval,NEWS601,SYSTEM1.TXT,0.21429,0.15789,0.18182,1

ROUGE-1+StopWordRemoval,NEWS601,SYSTEM1.TXT,0.21429,0.11111,0.14634,1

ROUGE-2+StopWordRemoval,NEWS601,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS844,SYSTEM1.TXT,0.20000,0.08163,0.11594,1

ROUGE-1+StopWordRemoval,NEWS844,SYSTEM1.TXT,0.20833,0.08475,0.12048,1

ROUGE-2+StopWordRemoval,NEWS844,SYSTEM1.TXT,0.04762,0.01786,0.02597,1

ROUGE-L+StopWordRemoval,NEWS602,SYSTEM1.TXT,0.19048,0.16667,0.17778,1

ROUGE-1+StopWordRemoval,NEWS602,SYSTEM1.TXT,0.23810,0.18519,0.20833,1

ROUGE-2+StopWordRemoval,NEWS602,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS603,SYSTEM1.TXT,0.16667,0.06250,0.09091,1

ROUGE-1+StopWordRemoval,NEWS603,SYSTEM1.TXT,0.14286,0.04615,0.06977,1

